CandidateID,Concept,Section,Classification,ContextSnippet
CAND_0000184,BM25,Skills,Future interest,data pipelines bm25 cnn learning to rank bentoml mlops asr apache flink tensorflow opencv mlflow yolo sentence
CAND_0000187,Embeddings,Skills,Mention only,yolo figma next.js content writing redis grpc webpack sql forecasting tally apache beam embeddings airflow angular
CAND_0000190,Qdrant,Skills,Mention only,feature engineering cnn photoshop qdrant information retrieval flask lora spring boot tensorflow kafka opencv
CAND_0000200,FAISS,Skills,Mention only,bigquery vector search prompt engineering bentoml llamaindex faiss rag object detection kubernetes tts kubeflow apache flink
CAND_0000200,RAG,Skills,Mention only,bigquery vector search prompt engineering bentoml llamaindex faiss rag object detection kubernetes tts kubeflow apache flink
CAND_0000201,Embeddings,Skills,Mention only,sales data pipelines vue.js graphql marketing apache flink information retrieval embeddings fine-tuning llms hugging face transformers langchain rag llms
CAND_0000201,RAG,Skills,Mention only,pipelines vue.js graphql marketing apache flink information retrieval embeddings fine-tuning llms hugging face transformers langchain rag llms
CAND_0000203,FAISS,Skills,Mention only,html node.js graphql ci/cd kubernetes sales aws embeddings semantic search langchain fine-tuning llms information retrieval faiss pinecone prompt engineering
CAND_0000203,Pinecone,Skills,Mention only,node.js graphql ci/cd kubernetes sales aws embeddings semantic search langchain fine-tuning llms information retrieval faiss pinecone prompt engineering
CAND_0000203,Embeddings,Skills,Mention only,project management terraform spark html node.js graphql ci/cd kubernetes sales aws embeddings semantic search langchain fine-tuning llms information retrieval faiss pinecone prompt engineering
CAND_0000211,FAISS,Skills,Mention only,detection react seo sentence transformers recommendation systems hugging face transformers llms information retrieval semantic search faiss vector search prompt engineering fine-tuning llms
CAND_0000212,FAISS,Skills,Mention only,vue.js redux next.js kubernetes marketing go fine-tuning llms hugging face transformers prompt engineering sentence transformers faiss rag pinecone information retrieval semantic search embeddings recommendation systems llms
CAND_0000212,Pinecone,Skills,Mention only,next.js kubernetes marketing go fine-tuning llms hugging face transformers prompt engineering sentence transformers faiss rag pinecone information retrieval semantic search embeddings recommendation systems llms
CAND_0000212,Embeddings,Skills,Mention only,llms hugging face transformers prompt engineering sentence transformers faiss rag pinecone information retrieval semantic search embeddings recommendation systems llms
CAND_0000212,RAG,Skills,Mention only,redux next.js kubernetes marketing go fine-tuning llms hugging face transformers prompt engineering sentence transformers faiss rag pinecone information retrieval semantic search embeddings recommendation systems llms
CAND_0000220,FAISS,Skills,Mention only,prompt engineering recommendation systems hugging face transformers embeddings information retrieval sentence transformers pinecone semantic search faiss langchain vector search
CAND_0000220,Pinecone,Skills,Mention only,flask next.js kubeflow prompt engineering recommendation systems hugging face transformers embeddings information retrieval sentence transformers pinecone semantic search faiss langchain vector search
CAND_0000220,Embeddings,Skills,Mention only,sales django six sigma docker flask next.js kubeflow prompt engineering recommendation systems hugging face transformers embeddings information retrieval sentence transformers pinecone semantic search faiss langchain vector search
CAND_0000225,FAISS,Skills,Mention only,faiss spring boot project management yolo diffusion models apache flink powerpoint forecasting tts
CAND_0000227,Elasticsearch,Skills,Future interest,data science qdrant langchain java sales rust seo terraform elasticsearch learning to rank opencv aws asr etl reinforcement learning
CAND_0000227,Qdrant,Skills,Future interest,data science qdrant langchain java sales rust seo terraform elasticsearch learning to rank opencv aws asr etl
CAND_0000234,Elasticsearch,Skills,Future interest,seo fastapi sales apache flink elasticsearch webpack tailwind terraform hugging face transformers sap reinforcement learning rest apis data pipelines
CAND_0000238,Milvus,Skills,Mention only,bigquery apache flink html milvus kubernetes cnn langchain salesforce crm excel kafka react
CAND_0000243,FAISS,Skills,Mention only,kubeflow illustrator redux faiss object detection tailwind agile data science sales seo
CAND_0000273,Qdrant,Skills,Future interest,tts forecasting spring boot fine-tuning llms feature engineering diffusion models redis qdrant project management llamaindex scrum bentoml weights & biases object detection time series learning to
CAND_0000275,BM25,Skills,Mention only,terraform marketing bm25 next.js fastapi accounting scrum content writing
CAND_0000280,Weaviate,Skills,Mention only,javascript kafka docker weaviate agile cnn bentoml accounting gcp fastapi mlflow django
CAND_0000292,RAG,Skills,Future interest,management fine-tuning llms data science tensorflow reinforcement learning cnn statistical modeling kubernetes forecasting fastapi excel rag python kubeflow aws
CAND_0000312,FAISS,Skills,Mention only,html kubernetes gcp rust microservices databricks airflow yolo redux faiss embeddings prompt engineering recommendation systems pinecone sentence transformers semantic search langchain llms vector search
CAND_0000312,Pinecone,Skills,Mention only,html kubernetes gcp rust microservices databricks airflow yolo redux faiss embeddings prompt engineering recommendation systems pinecone sentence transformers semantic search langchain llms vector search fine-tuning llms
CAND_0000312,Embeddings,Skills,Mention only,html kubernetes gcp rust microservices databricks airflow yolo redux faiss embeddings prompt engineering recommendation systems pinecone sentence transformers semantic search langchain llms vector search fine-tuning
CAND_0000313,OpenSearch,Skills,Mention only,next.js databricks rag docker typescript opensearch rest apis terraform kafka excel microservices content writing gcp
CAND_0000313,RAG,Skills,Mention only,next.js databricks rag docker typescript opensearch rest apis terraform kafka excel microservices content writing gcp
CAND_0000322,Pinecone,Skills,Mention only,time series javascript webpack apache flink snowflake rust scrum pinecone information retrieval langchain vector search fine-tuning llms semantic search embeddings
CAND_0000322,Embeddings,Skills,Mention only,apache flink snowflake rust scrum pinecone information retrieval langchain vector search fine-tuning llms semantic search embeddings
CAND_0000326,OpenSearch,Skills,Mention only,opensearch angular next.js snowflake kubernetes flask redux
CAND_0000330,Embeddings,Skills,Mention only,javascript graphql six sigma microservices fastapi excel sap databricks rust photoshop mlops rag embeddings information retrieval prompt engineering hugging face transformers llms vector search sentence transformers langchain semantic
CAND_0000330,RAG,Skills,Mention only,javascript graphql six sigma microservices fastapi excel sap databricks rust photoshop mlops rag embeddings information retrieval prompt engineering hugging face transformers llms vector search sentence transformers langchain
CAND_0000343,Milvus,Skills,Future interest,speech recognition diffusion models rest apis machine learning weaviate agile mlflow milvus mongodb kubernetes deep learning
CAND_0000343,Weaviate,Skills,Future interest,speech recognition diffusion models rest apis machine learning weaviate agile mlflow milvus mongodb kubernetes deep learning
CAND_0000344,RAG,Skills,Mention only,azure figma django etl docker content writing next.js fine-tuning llms rag hugging face transformers langchain recommendation systems semantic search prompt engineering information retrieval llms vector
CAND_0000345,FAISS,Skills,Mention only,cnn faiss node.js gcp mlflow data science flask asr diffusion models statistical modeling qdrant bentoml bm25
CAND_0000345,Qdrant,Skills,Mention only,cnn faiss node.js gcp mlflow data science flask asr diffusion models statistical modeling qdrant bentoml bm25
CAND_0000345,BM25,Skills,Mention only,cnn faiss node.js gcp mlflow data science flask asr diffusion models statistical modeling qdrant bentoml bm25
CAND_0000352,OpenSearch,Skills,Mention only,next.js forecasting java rest apis salesforce crm sap scrum mlflow opensearch illustrator asr
CAND_0000354,BM25,Skills,Mention only,diffusion models scikit-learn forecasting grpc sap bm25 kubernetes lora image classification databricks mlflow powerpoint typescript
CAND_0000360,Elasticsearch,Skills,Mention only,azure dbt rest apis mlops microservices grpc sales qdrant mlflow kafka elasticsearch next.js javascript excel graphql
CAND_0000360,Qdrant,Skills,Mention only,azure dbt rest apis mlops microservices grpc sales qdrant mlflow kafka elasticsearch next.js javascript excel graphql
CAND_0000361,FAISS,Skills,Mention only,angular kubernetes image classification ci/cd aws agile redux sql postgresql javascript faiss pinecone langchain prompt engineering information retrieval rag fine-tuning llms
CAND_0000361,Pinecone,Skills,Mention only,angular kubernetes image classification ci/cd aws agile redux sql postgresql javascript faiss pinecone langchain prompt engineering information retrieval rag fine-tuning llms
CAND_0000361,RAG,Skills,Mention only,classification ci/cd aws agile redux sql postgresql javascript faiss pinecone langchain prompt engineering information retrieval rag fine-tuning llms
CAND_0000388,FAISS,Skills,Mention only,excel sap tally java hadoop webpack etl langchain information retrieval sentence transformers llms faiss embeddings vector search rag recommendation systems
CAND_0000388,Embeddings,Skills,Mention only,excel sap tally java hadoop webpack etl langchain information retrieval sentence transformers llms faiss embeddings vector search rag recommendation systems
CAND_0000388,RAG,Skills,Mention only,tally java hadoop webpack etl langchain information retrieval sentence transformers llms faiss embeddings vector search rag recommendation systems
CAND_0000389,FAISS,Skills,Mention only,aws content writing microservices javascript gcp sql embeddings information retrieval fine-tuning llms sentence transformers pinecone faiss llms
CAND_0000389,Pinecone,Skills,Mention only,accounting aws content writing microservices javascript gcp sql embeddings information retrieval fine-tuning llms sentence transformers pinecone faiss llms
CAND_0000389,Embeddings,Skills,Mention only,agile sap typescript accounting aws content writing microservices javascript gcp sql embeddings information retrieval fine-tuning llms sentence transformers pinecone faiss llms
CAND_0000391,OpenSearch,Skills,Mention only,illustrator mlflow django opensearch feature engineering bigquery data pipelines airflow redux seo sql docker statistical modeling snowflake html
CAND_0000395,Qdrant,Skills,Mention only,bigquery seo angular forecasting opencv sql vue.js databricks computer vision scikit-learn hugging face transformers python qdrant data science
CAND_0000399,FAISS,Skills,Mention only,agile snowflake diffusion models tailwind project management airflow gcp powerpoint rag faiss embeddings hugging face transformers vector search recommendation systems sentence transformers fine-tuning llms semantic search
CAND_0000399,Pinecone,Skills,Mention only,hugging face transformers vector search recommendation systems sentence transformers fine-tuning llms semantic search information retrieval pinecone llms
CAND_0000399,Embeddings,Skills,Mention only,agile snowflake diffusion models tailwind project management airflow gcp powerpoint rag faiss embeddings hugging face transformers vector search recommendation systems sentence transformers fine-tuning llms semantic search information
CAND_0000399,RAG,Skills,Mention only,agile snowflake diffusion models tailwind project management airflow gcp powerpoint rag faiss embeddings hugging face transformers vector search recommendation systems sentence transformers fine-tuning llms semantic
CAND_0000404,Pinecone,Skills,Mention only,pinecone terraform content writing go javascript dbt rest apis graphql bentoml mongodb vue.js kubernetes image
CAND_0000406,Embeddings,Skills,Mention only,node.js terraform tailwind llms graphql apache flink agile diffusion models salesforce crm six sigma yolo embeddings
CAND_0000408,FAISS,Skills,Mention only,apache flink sap weights & biases graphql semantic search sales gcp marketing forecasting javascript faiss cnn
CAND_0000410,FAISS,Skills,Mention only,vector search sentence transformers semantic search rag embeddings prompt engineering hugging face transformers recommendation systems faiss
CAND_0000410,Embeddings,Skills,Mention only,content writing microservices flask rest apis sap vector search sentence transformers semantic search rag embeddings prompt engineering hugging face transformers recommendation systems faiss
CAND_0000410,RAG,Skills,Mention only,content writing microservices flask rest apis sap vector search sentence transformers semantic search rag embeddings prompt engineering hugging face transformers recommendation systems faiss
CAND_0000421,Pinecone,Skills,Mention only,agile fastapi kafka css microservices salesforce crm llms semantic search prompt engineering embeddings fine-tuning llms pinecone information retrieval langchain hugging face transformers
CAND_0000421,Embeddings,Skills,Mention only,agile fastapi kafka css microservices salesforce crm llms semantic search prompt engineering embeddings fine-tuning llms pinecone information retrieval langchain hugging face transformers
CAND_0000422,OpenSearch,Skills,Future interest,mlflow python photoshop milvus java opencv learning to rank opensearch cnn yolo reinforcement learning
CAND_0000422,Milvus,Skills,Future interest,mlflow python photoshop milvus java opencv learning to rank opensearch cnn yolo reinforcement learning
CAND_0000426,FAISS,Skills,Mention only,faiss data science weights & biases mongodb tailwind sap pinecone ci/cd angular asr typescript agile
CAND_0000426,Pinecone,Skills,Mention only,faiss data science weights & biases mongodb tailwind sap pinecone ci/cd angular asr typescript agile docker spark
CAND_0000429,Embeddings,Skills,Mention only,grpc lora etl bigquery object detection angular sql graphql css embeddings dbt spark flask java
CAND_0000440,RAG,Skills,Future interest,mlflow gans airflow rag vector search photoshop accounting bentoml tts time series nlp sql opencv reinforcement learning gcp
CAND_0000452,Milvus,Skills,Future interest,go sql flask webpack milvus reinforcement learning mlflow sentence transformers llamaindex photoshop tts
CAND_0000468,Milvus,Skills,Mention only,llms milvus terraform etl gcp ci/cd data pipelines content writing
CAND_0000472,FAISS,Skills,Mention only,agile salesforce crm docker terraform faiss snowflake databricks django
CAND_0000498,Pinecone,Skills,Mention only,salesforce crm angular content writing fastapi rest apis vue.js tailwind postgresql prompt engineering pinecone hugging face transformers embeddings langchain rag sentence transformers
CAND_0000498,Embeddings,Skills,Mention only,angular content writing fastapi rest apis vue.js tailwind postgresql prompt engineering pinecone hugging face transformers embeddings langchain rag sentence transformers
CAND_0000498,RAG,Skills,Mention only,writing fastapi rest apis vue.js tailwind postgresql prompt engineering pinecone hugging face transformers embeddings langchain rag sentence transformers
CAND_0000505,FAISS,Skills,Mention only,writing node.js typescript recommendation systems semantic search prompt engineering pinecone sentence transformers embeddings vector search faiss hugging face transformers langchain fine-tuning llms llms
CAND_0000505,Pinecone,Skills,Mention only,tally javascript etl redux aws content writing node.js typescript recommendation systems semantic search prompt engineering pinecone sentence transformers embeddings vector search faiss hugging face transformers langchain fine-tuning llms llms
CAND_0000505,Embeddings,Skills,Mention only,redux aws content writing node.js typescript recommendation systems semantic search prompt engineering pinecone sentence transformers embeddings vector search faiss hugging face transformers langchain fine-tuning llms llms
CAND_0000508,OpenSearch,Skills,Mention only,forecasting docker kubernetes mlflow spark agile opensearch tts haystack computer vision kubeflow
CAND_0000526,OpenSearch,Skills,Mention only,seo node.js photoshop pinecone project management spark opensearch six sigma postgresql html flask rest apis redux spring boot
CAND_0000526,Pinecone,Skills,Mention only,seo node.js photoshop pinecone project management spark opensearch six sigma postgresql html flask rest apis redux spring boot
CAND_0000536,Qdrant,Skills,Future interest,gcp qdrant html spark data pipelines bigquery scrum kubernetes learning to rank
CAND_0000541,FAISS,Skills,Mention only,kafka tailwind apache beam scrum aws html go langchain prompt engineering semantic search pinecone faiss information retrieval vector search hugging face transformers embeddings sentence transformers llms
CAND_0000541,Pinecone,Skills,Mention only,kafka tailwind apache beam scrum aws html go langchain prompt engineering semantic search pinecone faiss information retrieval vector search hugging face transformers embeddings sentence transformers llms
CAND_0000541,Embeddings,Skills,Mention only,go langchain prompt engineering semantic search pinecone faiss information retrieval vector search hugging face transformers embeddings sentence transformers llms
CAND_0000552,FAISS,Skills,Mention only,tailwind rest apis computer vision vue.js salesforce crm langchain hugging face transformers embeddings fine-tuning llms faiss pinecone semantic search information retrieval
CAND_0000552,Pinecone,Skills,Mention only,rest apis computer vision vue.js salesforce crm langchain hugging face transformers embeddings fine-tuning llms faiss pinecone semantic search information retrieval
CAND_0000552,Embeddings,Skills,Mention only,spark tailwind rest apis computer vision vue.js salesforce crm langchain hugging face transformers embeddings fine-tuning llms faiss pinecone semantic search information retrieval
CAND_0000553,RAG,Skills,Future interest,illustrator html agile go kubernetes spark reinforcement learning rag postgresql
CAND_0000576,FAISS,Skills,Mention only,flink java rag vector search pinecone recommendation systems llms embeddings hugging face transformers information retrieval faiss prompt engineering langchain semantic search
CAND_0000576,Pinecone,Skills,Mention only,data pipelines next.js seo figma etl react apache flink java rag vector search pinecone recommendation systems llms embeddings hugging face transformers information retrieval faiss prompt engineering langchain semantic
CAND_0000576,Embeddings,Skills,Mention only,next.js seo figma etl react apache flink java rag vector search pinecone recommendation systems llms embeddings hugging face transformers information retrieval faiss prompt engineering langchain semantic search
CAND_0000576,RAG,Skills,Mention only,data pipelines next.js seo figma etl react apache flink java rag vector search pinecone recommendation systems llms embeddings hugging face transformers information retrieval faiss prompt
CAND_0000577,BM25,Skills,Mention only,redis illustrator seo react postgresql scikit-learn mlflow vue.js salesforce crm bm25 powerpoint tailwind photoshop kubernetes snowflake asr
CAND_0000581,Pinecone,Skills,Mention only,face transformers sentence transformers recommendation systems langchain prompt engineering rag vector search semantic search llms pinecone embeddings fine-tuning llms
CAND_0000581,Embeddings,Skills,Mention only,transformers sentence transformers recommendation systems langchain prompt engineering rag vector search semantic search llms pinecone embeddings fine-tuning llms
CAND_0000581,RAG,Skills,Mention only,databricks spring boot cnn javascript hugging face transformers sentence transformers recommendation systems langchain prompt engineering rag vector search semantic search llms pinecone embeddings fine-tuning llms
CAND_0000584,BM25,Skills,Mention only,bm25 semantic search asr ci/cd javascript node.js yolo opencv gcp tts tally mlflow pytorch bigquery
CAND_0000590,OpenSearch,Skills,Mention only,langchain apache flink salesforce crm tts html aws data science scrum speech recognition opensearch project management mongodb figma webpack
CAND_0000596,BM25,Skills,Mention only,bm25 postgresql react javascript sales data science redis gcp marketing diffusion models webpack node.js photoshop
CAND_0000611,Weaviate,Skills,Mention only,airflow agile project management photoshop scikit-learn tailwind data pipelines rest apis sql microservices javascript weaviate
CAND_0000618,Milvus,Skills,Mention only,typescript grpc milvus agile flask sales dbt rest apis accounting react spark hugging face transformers node.js
CAND_0000623,BM25,Skills,Mention only,data pipelines apache flink gcp vector search javascript bm25 react
CAND_0000628,Qdrant,Skills,Mention only,bigquery javascript mlflow webpack haystack semantic search tensorflow feature engineering gans time series qdrant data science seo forecasting
CAND_0000649,Elasticsearch,Skills,Future interest,airflow elasticsearch statistical modeling databricks milvus object detection learning to rank opencv pinecone tailwind grpc kubeflow
CAND_0000649,Pinecone,Skills,Future interest,airflow elasticsearch statistical modeling databricks milvus object detection learning to rank opencv pinecone tailwind grpc kubeflow
CAND_0000649,Milvus,Skills,Future interest,airflow elasticsearch statistical modeling databricks milvus object detection learning to rank opencv pinecone tailwind grpc kubeflow
CAND_0000652,Milvus,Skills,Future interest,object detection diffusion models spring boot reinforcement learning cnn embeddings redis marketing gans tensorflow asr milvus apache flink
CAND_0000652,Embeddings,Skills,Future interest,object detection diffusion models spring boot reinforcement learning cnn embeddings redis marketing gans tensorflow asr milvus apache flink
CAND_0000654,FAISS,Skills,Mention only,react faiss sap gcp airflow powerpoint grpc data pipelines rust feature engineering excel webpack marketing
CAND_0000655,Weaviate,Skills,Mention only,data science angular weaviate kubeflow hadoop gcp sales fastapi pytorch asr sql
CAND_0000664,FAISS,Skills,Mention only,data pipelines spark django css java agile fine-tuning llms semantic search vector search llms rag faiss pinecone langchain
CAND_0000664,Pinecone,Skills,Mention only,pipelines spark django css java agile fine-tuning llms semantic search vector search llms rag faiss pinecone langchain
CAND_0000664,RAG,Skills,Mention only,flink data pipelines spark django css java agile fine-tuning llms semantic search vector search llms rag faiss pinecone langchain
CAND_0000665,Embeddings,Skills,Mention only,recommendation systems css object detection nlp fastapi excel embeddings illustrator mlops asr
CAND_0000666,Weaviate,Skills,Future interest,langchain sentence transformers time series computer vision cnn feature engineering sap reinforcement learning javascript weaviate lora deep learning object detection mlflow data science pytorch css
CAND_0000671,FAISS,Skills,Mention only,boot databricks postgresql embeddings fine-tuning llms vector search pinecone sentence transformers langchain information retrieval llms faiss
CAND_0000671,Pinecone,Skills,Mention only,airflow tailwind mongodb snowflake sql spring boot databricks postgresql embeddings fine-tuning llms vector search pinecone sentence transformers langchain information retrieval llms faiss
CAND_0000671,Embeddings,Skills,Mention only,airflow tailwind mongodb snowflake sql spring boot databricks postgresql embeddings fine-tuning llms vector search pinecone sentence transformers langchain information retrieval llms faiss
CAND_0000679,RAG,Skills,Future interest,postgresql tally asr databricks flask content writing rag machine learning six sigma graphql data pipelines terraform
CAND_0000682,Elasticsearch,Skills,Mention only,kubeflow mlops dbt airflow asr yolo object detection time series grpc elasticsearch
CAND_0000683,Pinecone,Skills,Mention only,semantic search recommendation systems fine-tuning llms information retrieval llms vector search langchain embeddings sentence transformers pinecone
CAND_0000683,Embeddings,Skills,Mention only,etl six sigma semantic search recommendation systems fine-tuning llms information retrieval llms vector search langchain embeddings sentence transformers pinecone
CAND_0000691,Embeddings,Skills,Mention only,hadoop apache flink grpc spark sap embeddings kafka photoshop vector search react
CAND_0000699,RAG,Skills,Mention only,vue.js docker node.js forecasting typescript kafka graphql spring boot salesforce crm css hugging face transformers rag llms sentence transformers langchain vector search semantic search information retrieval fine-tuning llms
CAND_0000704,Elasticsearch,Skills,Mention only,data science graphql redux elasticsearch semantic search speech recognition mlflow computer vision yolo cnn dbt fastapi
CAND_0000705,Elasticsearch,Skills,Mention only,lora elasticsearch opencv gans tts rag data science nlp bentoml peft statistical modeling computer vision haystack
CAND_0000705,RAG,Skills,Mention only,lora elasticsearch opencv gans tts rag data science nlp bentoml peft statistical modeling computer vision haystack diffusion models redis
CAND_0000712,BM25,Skills,Mention only,mlops haystack lora recommendation systems grpc bm25 computer vision data science javascript graphql vue.js six sigma
CAND_0000719,FAISS,Skills,Mention only,kafka peft javascript computer vision sql microservices faiss bentoml java illustrator scrum aws
CAND_0000722,FAISS,Skills,Mention only,seo marketing sales agile css salesforce crm snowflake fine-tuning llms recommendation systems llms faiss rag prompt engineering sentence transformers hugging face transformers pinecone
CAND_0000722,Pinecone,Skills,Mention only,snowflake fine-tuning llms recommendation systems llms faiss rag prompt engineering sentence transformers hugging face transformers pinecone
CAND_0000722,RAG,Skills,Mention only,seo marketing sales agile css salesforce crm snowflake fine-tuning llms recommendation systems llms faiss rag prompt engineering sentence transformers hugging face transformers pinecone
CAND_0000738,FAISS,Skills,Mention only,dbt mongodb airflow typescript apache flink seo angular ci/cd llms faiss langchain information retrieval sentence transformers vector search embeddings recommendation systems semantic search
CAND_0000738,Embeddings,Skills,Mention only,typescript apache flink seo angular ci/cd llms faiss langchain information retrieval sentence transformers vector search embeddings recommendation systems semantic search
